image,label
PNG/CAP_A_98.png,0
PNG/CAP_A_99.png,0
PNG/CAP_B_0.png,1
PNG/CAP_B_1.png,1
PNG/CAP_B_2.png,1
PNG/CAP_B_3.png,1
PNG/CAP_B_4.png,1
PNG/CAP_B_5.png,1
PNG/CAP_B_6.png,1
PNG/CAP_B_7.png,1
PNG/CAP_B_8.png,1
PNG/CAP_B_9.png,1
PNG/CAP_B_10.png,1
PNG/CAP_B_11.png,1
PNG/CAP_B_12.png,1
PNG/CAP_B_13.png,1
PNG/CAP_B_14.png,1
PNG/CAP_B_15.png,1
PNG/CAP_B_16.png,1
PNG/CAP_B_17.png,1
PNG/CAP_B_18.png,1
PNG/CAP_B_19.png,1
PNG/CAP_B_20.png,1
PNG/CAP_B_21.png,1
PNG/CAP_B_22.png,1
PNG/CAP_B_23.png,1
PNG/CAP_B_24.png,1
PNG/CAP_B_25.png,1
PNG/CAP_B_26.png,1
PNG/CAP_B_27.png,1
PNG/CAP_B_28.png,1
PNG/CAP_B_29.png,1
PNG/CAP_B_30.png,1
PNG/CAP_B_31.png,1
PNG/CAP_B_32.png,1
PNG/CAP_B_33.png,1
PNG/CAP_B_34.png,1
PNG/CAP_B_35.png,1
PNG/CAP_B_36.png,1
PNG/CAP_B_37.png,1
PNG/CAP_B_38.png,1
PNG/CAP_B_39.png,1
PNG/CAP_B_40.png,1
PNG/CAP_B_41.png,1
PNG/CAP_B_42.png,1
PNG/CAP_B_43.png,1
PNG/CAP_B_44.png,1
PNG/CAP_B_45.png,1
PNG/CAP_B_46.png,1
PNG/CAP_B_47.png,1
PNG/CAP_B_48.png,1
PNG/CAP_B_49.png,1
PNG/CAP_B_50.png,1
PNG/CAP_B_51.png,1
PNG/CAP_B_52.png,1
PNG/CAP_B_53.png,1
PNG/CAP_B_54.png,1
PNG/CAP_B_55.png,1
PNG/CAP_B_56.png,1
PNG/CAP_B_57.png,1
PNG/CAP_B_58.png,1
PNG/CAP_B_59.png,1
PNG/CAP_B_60.png,1
PNG/CAP_B_61.png,1
PNG/CAP_B_62.png,1
PNG/CAP_B_63.png,1
PNG/CAP_B_64.png,1
PNG/CAP_B_65.png,1
PNG/CAP_B_66.png,1
PNG/CAP_B_67.png,1
PNG/CAP_B_68.png,1
PNG/CAP_B_69.png,1
PNG/CAP_B_70.png,1
PNG/CAP_B_71.png,1
PNG/CAP_B_72.png,1
PNG/CAP_B_73.png,1
PNG/CAP_B_74.png,1
PNG/CAP_B_75.png,1
PNG/CAP_B_76.png,1
PNG/CAP_B_77.png,1
PNG/CAP_B_78.png,1
PNG/CAP_B_79.png,1
PNG/CAP_B_80.png,1
PNG/CAP_B_81.png,1
PNG/CAP_B_82.png,1
PNG/CAP_B_83.png,1
PNG/CAP_B_84.png,1
PNG/CAP_B_85.png,1
PNG/CAP_B_86.png,1
PNG/CAP_B_87.png,1
PNG/CAP_B_88.png,1
PNG/CAP_B_89.png,1
PNG/CAP_B_90.png,1
PNG/CAP_B_91.png,1
PNG/CAP_B_92.png,1
PNG/CAP_B_93.png,1
PNG/CAP_B_94.png,1
PNG/CAP_B_95.png,1
PNG/CAP_B_96.png,1
PNG/CAP_B_97.png,1
PNG/CAP_B_98.png,1
PNG/CAP_B_99.png,1
PNG/CAP_C_0.png,2
PNG/CAP_C_1.png,2
PNG/CAP_C_2.png,2
PNG/CAP_C_3.png,2
PNG/CAP_C_4.png,2
PNG/CAP_C_5.png,2
PNG/CAP_C_6.png,2
PNG/CAP_C_7.png,2
PNG/CAP_C_8.png,2
PNG/CAP_C_9.png,2
PNG/CAP_C_10.png,2
PNG/CAP_C_11.png,2
PNG/CAP_C_12.png,2
PNG/CAP_C_13.png,2
PNG/CAP_C_14.png,2
PNG/CAP_C_15.png,2
PNG/CAP_C_16.png,2
PNG/CAP_C_17.png,2
PNG/CAP_C_18.png,2
PNG/CAP_C_19.png,2
PNG/CAP_C_20.png,2
PNG/CAP_C_21.png,2
PNG/CAP_C_22.png,2
PNG/CAP_C_23.png,2
PNG/CAP_C_24.png,2
PNG/CAP_C_25.png,2
PNG/CAP_C_26.png,2
PNG/CAP_C_27.png,2
PNG/CAP_C_28.png,2
PNG/CAP_C_29.png,2
PNG/CAP_C_30.png,2
PNG/CAP_C_31.png,2
PNG/CAP_C_32.png,2
PNG/CAP_C_33.png,2
PNG/CAP_C_34.png,2
PNG/CAP_C_35.png,2
PNG/CAP_C_36.png,2
PNG/CAP_C_37.png,2
PNG/CAP_C_38.png,2
PNG/CAP_C_39.png,2
PNG/CAP_C_40.png,2
PNG/CAP_C_41.png,2
PNG/CAP_C_42.png,2
PNG/CAP_C_43.png,2
PNG/CAP_C_44.png,2
PNG/CAP_C_45.png,2
PNG/CAP_C_46.png,2
PNG/CAP_C_47.png,2
PNG/CAP_C_48.png,2
PNG/CAP_C_49.png,2
PNG/CAP_C_50.png,2
PNG/CAP_C_51.png,2
PNG/CAP_C_52.png,2
PNG/CAP_C_53.png,2
PNG/CAP_C_54.png,2
PNG/CAP_C_55.png,2
PNG/CAP_C_56.png,2
PNG/CAP_C_57.png,2
PNG/CAP_C_58.png,2
PNG/CAP_C_59.png,2
PNG/CAP_C_60.png,2
PNG/CAP_C_61.png,2
PNG/CAP_C_62.png,2
PNG/CAP_C_63.png,2
PNG/CAP_C_64.png,2
PNG/CAP_C_65.png,2
PNG/CAP_C_66.png,2
PNG/CAP_C_67.png,2
PNG/CAP_C_68.png,2
PNG/CAP_C_69.png,2
PNG/CAP_C_70.png,2
PNG/CAP_C_71.png,2
PNG/CAP_C_72.png,2
PNG/CAP_C_73.png,2
PNG/CAP_C_74.png,2
PNG/CAP_C_75.png,2
PNG/CAP_C_76.png,2
PNG/CAP_C_77.png,2
PNG/CAP_C_78.png,2
PNG/CAP_C_79.png,2
PNG/CAP_C_80.png,2
PNG/CAP_C_81.png,2
PNG/CAP_C_82.png,2
PNG/CAP_C_83.png,2
PNG/CAP_C_84.png,2
PNG/CAP_C_85.png,2
PNG/CAP_C_86.png,2
PNG/CAP_C_87.png,2
PNG/CAP_C_88.png,2
PNG/CAP_C_89.png,2
PNG/CAP_C_90.png,2
PNG/CAP_C_91.png,2
PNG/CAP_C_92.png,2
PNG/CAP_C_93.png,2
PNG/CAP_C_94.png,2
PNG/CAP_C_95.png,2
PNG/CAP_C_96.png,2
PNG/CAP_C_97.png,2
PNG/CAP_C_98.png,2
PNG/CAP_C_99.png,2
PNG/CAP_D_0.png,3
PNG/CAP_D_1.png,3
PNG/CAP_D_2.png,3
PNG/CAP_D_3.png,3
PNG/CAP_D_4.png,3
PNG/CAP_D_5.png,3
PNG/CAP_D_6.png,3
PNG/CAP_D_7.png,3
PNG/CAP_D_8.png,3
PNG/CAP_D_9.png,3
PNG/CAP_D_10.png,3
PNG/CAP_D_11.png,3
PNG/CAP_D_12.png,3
PNG/CAP_D_13.png,3
PNG/CAP_D_14.png,3
PNG/CAP_D_15.png,3
PNG/CAP_D_16.png,3
PNG/CAP_D_17.png,3
PNG/CAP_D_18.png,3
PNG/CAP_D_19.png,3
PNG/CAP_D_20.png,3
PNG/CAP_D_21.png,3
PNG/CAP_D_22.png,3
PNG/CAP_D_23.png,3
PNG/CAP_D_24.png,3
PNG/CAP_D_25.png,3
PNG/CAP_D_26.png,3
PNG/CAP_D_27.png,3
PNG/CAP_D_28.png,3
PNG/CAP_D_29.png,3
PNG/CAP_D_30.png,3
PNG/CAP_D_31.png,3
PNG/CAP_D_32.png,3
PNG/CAP_D_33.png,3
PNG/CAP_D_34.png,3
PNG/CAP_D_35.png,3
PNG/CAP_D_36.png,3
PNG/CAP_D_37.png,3
PNG/CAP_D_38.png,3
PNG/CAP_D_39.png,3
PNG/CAP_D_40.png,3
PNG/CAP_D_41.png,3
PNG/CAP_D_42.png,3
PNG/CAP_D_43.png,3
PNG/CAP_D_44.png,3
PNG/CAP_D_45.png,3
PNG/CAP_D_46.png,3
PNG/CAP_D_47.png,3
PNG/CAP_D_48.png,3
PNG/CAP_D_49.png,3
PNG/CAP_D_50.png,3
PNG/CAP_D_51.png,3
PNG/CAP_D_52.png,3
PNG/CAP_D_53.png,3
PNG/CAP_D_54.png,3
PNG/CAP_D_55.png,3
PNG/CAP_D_56.png,3
PNG/CAP_D_57.png,3
PNG/CAP_D_58.png,3
PNG/CAP_D_59.png,3
PNG/CAP_D_60.png,3
PNG/CAP_D_61.png,3
PNG/CAP_D_62.png,3
PNG/CAP_D_63.png,3
PNG/CAP_D_64.png,3
PNG/CAP_D_65.png,3
PNG/CAP_D_66.png,3
PNG/CAP_D_67.png,3
PNG/CAP_D_68.png,3
PNG/CAP_D_69.png,3
PNG/CAP_D_70.png,3
PNG/CAP_D_71.png,3
PNG/CAP_D_72.png,3
PNG/CAP_D_73.png,3
PNG/CAP_D_74.png,3
PNG/CAP_D_75.png,3
PNG/CAP_D_76.png,3
PNG/CAP_D_77.png,3
PNG/CAP_D_78.png,3
PNG/CAP_D_79.png,3
PNG/CAP_D_80.png,3
PNG/CAP_D_81.png,3
PNG/CAP_D_82.png,3
PNG/CAP_D_83.png,3
PNG/CAP_D_84.png,3
PNG/CAP_D_85.png,3
PNG/CAP_D_86.png,3
PNG/CAP_D_87.png,3
PNG/CAP_D_88.png,3
PNG/CAP_D_89.png,3
PNG/CAP_D_90.png,3
PNG/CAP_D_91.png,3
PNG/CAP_D_92.png,3
PNG/CAP_D_93.png,3
PNG/CAP_D_94.png,3
PNG/CAP_D_95.png,3
PNG/CAP_D_96.png,3
PNG/CAP_D_97.png,3
PNG/CAP_D_98.png,3
PNG/CAP_D_99.png,3
PNG/CAP_E_0.png,4
PNG/CAP_E_1.png,4
PNG/CAP_E_2.png,4
PNG/CAP_E_3.png,4
PNG/CAP_E_4.png,4
PNG/CAP_E_5.png,4
PNG/CAP_E_6.png,4
PNG/CAP_E_7.png,4
PNG/CAP_E_8.png,4
PNG/CAP_E_9.png,4
PNG/CAP_E_10.png,4
PNG/CAP_E_11.png,4
PNG/CAP_E_12.png,4
PNG/CAP_E_13.png,4
PNG/CAP_E_14.png,4
PNG/CAP_E_15.png,4
PNG/CAP_E_16.png,4
PNG/CAP_E_17.png,4
PNG/CAP_E_18.png,4
PNG/CAP_E_19.png,4
PNG/CAP_E_20.png,4
PNG/CAP_E_21.png,4
PNG/CAP_E_22.png,4
PNG/CAP_E_23.png,4
PNG/CAP_E_24.png,4
PNG/CAP_E_25.png,4
PNG/CAP_E_26.png,4
PNG/CAP_E_27.png,4
PNG/CAP_E_28.png,4
PNG/CAP_E_29.png,4
PNG/CAP_E_30.png,4
PNG/CAP_E_31.png,4
PNG/CAP_E_32.png,4
PNG/CAP_E_33.png,4
PNG/CAP_E_34.png,4
PNG/CAP_E_35.png,4
PNG/CAP_E_36.png,4
PNG/CAP_E_37.png,4
PNG/CAP_E_38.png,4
PNG/CAP_E_39.png,4
PNG/CAP_E_40.png,4
PNG/CAP_E_41.png,4
PNG/CAP_E_42.png,4
PNG/CAP_E_43.png,4
PNG/CAP_E_44.png,4
PNG/CAP_E_45.png,4
PNG/CAP_E_46.png,4
PNG/CAP_E_47.png,4
PNG/CAP_E_48.png,4
PNG/CAP_E_49.png,4
PNG/CAP_E_50.png,4
PNG/CAP_E_51.png,4
PNG/CAP_E_52.png,4
PNG/CAP_E_53.png,4
PNG/CAP_E_54.png,4
PNG/CAP_E_55.png,4
PNG/CAP_E_56.png,4
PNG/CAP_E_57.png,4
PNG/CAP_E_58.png,4
PNG/CAP_E_59.png,4
PNG/CAP_E_60.png,4
PNG/CAP_E_61.png,4
PNG/CAP_E_62.png,4
PNG/CAP_E_63.png,4
PNG/CAP_E_64.png,4
PNG/CAP_E_65.png,4
PNG/CAP_E_66.png,4
PNG/CAP_E_67.png,4
PNG/CAP_E_68.png,4
PNG/CAP_E_69.png,4
PNG/CAP_E_70.png,4
PNG/CAP_E_71.png,4
PNG/CAP_E_72.png,4
PNG/CAP_E_73.png,4
PNG/CAP_E_74.png,4
PNG/CAP_E_75.png,4
PNG/CAP_E_76.png,4
PNG/CAP_E_77.png,4
PNG/CAP_E_78.png,4
PNG/CAP_E_79.png,4
PNG/CAP_E_80.png,4
PNG/CAP_E_81.png,4
PNG/CAP_E_82.png,4
PNG/CAP_E_83.png,4
PNG/CAP_E_84.png,4
PNG/CAP_E_85.png,4
PNG/CAP_E_86.png,4
PNG/CAP_E_87.png,4
PNG/CAP_E_88.png,4
PNG/CAP_E_89.png,4
PNG/CAP_E_90.png,4
PNG/CAP_E_91.png,4
PNG/CAP_E_92.png,4
PNG/CAP_E_93.png,4
PNG/CAP_E_94.png,4
PNG/CAP_E_95.png,4
PNG/CAP_E_96.png,4
PNG/CAP_E_97.png,4
PNG/CAP_E_98.png,4
PNG/CAP_E_99.png,4
PNG/CAP_F_0.png,5
PNG/CAP_F_1.png,5
PNG/CAP_F_2.png,5
PNG/CAP_F_3.png,5
PNG/CAP_F_4.png,5
PNG/CAP_F_5.png,5
PNG/CAP_F_6.png,5
PNG/CAP_F_7.png,5
PNG/CAP_F_8.png,5
PNG/CAP_F_9.png,5
PNG/CAP_F_10.png,5
PNG/CAP_F_11.png,5
PNG/CAP_F_12.png,5
PNG/CAP_F_13.png,5
PNG/CAP_F_14.png,5
PNG/CAP_F_15.png,5
PNG/CAP_F_16.png,5
PNG/CAP_F_17.png,5
PNG/CAP_F_18.png,5
PNG/CAP_F_19.png,5
PNG/CAP_F_20.png,5
PNG/CAP_F_21.png,5
PNG/CAP_F_22.png,5
PNG/CAP_F_23.png,5
PNG/CAP_F_24.png,5
PNG/CAP_F_25.png,5
PNG/CAP_F_26.png,5
PNG/CAP_F_27.png,5
PNG/CAP_F_28.png,5
PNG/CAP_F_29.png,5
PNG/CAP_F_30.png,5
PNG/CAP_F_31.png,5
PNG/CAP_F_32.png,5
PNG/CAP_F_33.png,5
PNG/CAP_F_34.png,5
PNG/CAP_F_35.png,5
PNG/CAP_F_36.png,5
PNG/CAP_F_37.png,5
PNG/CAP_F_38.png,5
PNG/CAP_F_39.png,5
PNG/CAP_F_40.png,5
PNG/CAP_F_41.png,5
PNG/CAP_F_42.png,5
PNG/CAP_F_43.png,5
PNG/CAP_F_44.png,5
PNG/CAP_F_45.png,5
PNG/CAP_F_46.png,5
PNG/CAP_F_47.png,5
PNG/CAP_F_48.png,5
PNG/CAP_F_49.png,5
PNG/CAP_F_50.png,5
PNG/CAP_F_51.png,5
PNG/CAP_F_52.png,5
PNG/CAP_F_53.png,5
PNG/CAP_F_54.png,5
PNG/CAP_F_55.png,5
PNG/CAP_F_56.png,5
PNG/CAP_F_57.png,5
PNG/CAP_F_58.png,5
PNG/CAP_F_59.png,5
PNG/CAP_F_60.png,5
PNG/CAP_F_61.png,5
PNG/CAP_F_62.png,5
PNG/CAP_F_63.png,5
PNG/CAP_F_64.png,5
PNG/CAP_F_65.png,5
PNG/CAP_F_66.png,5
PNG/CAP_F_67.png,5
PNG/CAP_F_68.png,5
PNG/CAP_F_69.png,5
PNG/CAP_F_70.png,5
PNG/CAP_F_71.png,5
PNG/CAP_F_72.png,5
PNG/CAP_F_73.png,5
PNG/CAP_F_74.png,5
PNG/CAP_F_75.png,5
PNG/CAP_F_76.png,5
PNG/CAP_F_77.png,5
PNG/CAP_F_78.png,5
PNG/CAP_F_79.png,5
PNG/CAP_F_80.png,5
PNG/CAP_F_81.png,5
PNG/CAP_F_82.png,5
PNG/CAP_F_83.png,5
PNG/CAP_F_84.png,5
PNG/CAP_F_85.png,5
PNG/CAP_F_86.png,5
PNG/CAP_F_87.png,5
PNG/CAP_F_88.png,5
PNG/CAP_F_89.png,5
PNG/CAP_F_90.png,5
PNG/CAP_F_91.png,5
PNG/CAP_F_92.png,5
PNG/CAP_F_93.png,5
PNG/CAP_F_94.png,5
PNG/CAP_F_95.png,5
PNG/CAP_F_96.png,5
PNG/CAP_F_97.png,5
PNG/CAP_F_98.png,5
PNG/CAP_F_99.png,5
PNG/CAP_G_0.png,6
PNG/CAP_G_1.png,6
PNG/CAP_G_2.png,6
PNG/CAP_G_3.png,6
PNG/CAP_G_4.png,6
PNG/CAP_G_5.png,6
PNG/CAP_G_6.png,6
PNG/CAP_G_7.png,6
PNG/CAP_G_8.png,6
PNG/CAP_G_9.png,6
PNG/CAP_G_10.png,6
PNG/CAP_G_11.png,6
PNG/CAP_G_12.png,6
PNG/CAP_G_13.png,6
PNG/CAP_G_14.png,6
PNG/CAP_G_15.png,6
PNG/CAP_G_16.png,6
PNG/CAP_G_17.png,6
PNG/CAP_G_18.png,6
PNG/CAP_G_19.png,6
PNG/CAP_G_20.png,6
PNG/CAP_G_21.png,6
PNG/CAP_G_22.png,6
PNG/CAP_G_23.png,6
PNG/CAP_G_24.png,6
PNG/CAP_G_25.png,6
PNG/CAP_G_26.png,6
PNG/CAP_G_27.png,6
PNG/CAP_G_28.png,6
PNG/CAP_G_29.png,6
PNG/CAP_G_30.png,6
PNG/CAP_G_31.png,6
PNG/CAP_G_32.png,6
PNG/CAP_G_33.png,6
PNG/CAP_G_34.png,6
PNG/CAP_G_35.png,6
PNG/CAP_G_36.png,6
PNG/CAP_G_37.png,6
PNG/CAP_G_38.png,6
PNG/CAP_G_39.png,6
PNG/CAP_G_40.png,6
PNG/CAP_G_41.png,6
PNG/CAP_G_42.png,6
PNG/CAP_G_43.png,6
PNG/CAP_G_44.png,6
PNG/CAP_G_45.png,6
PNG/CAP_G_46.png,6
PNG/CAP_G_47.png,6
PNG/CAP_G_48.png,6
PNG/CAP_G_49.png,6
PNG/CAP_G_50.png,6
PNG/CAP_G_51.png,6
PNG/CAP_G_52.png,6
PNG/CAP_G_53.png,6
PNG/CAP_G_54.png,6
PNG/CAP_G_55.png,6
PNG/CAP_G_56.png,6
PNG/CAP_G_57.png,6
PNG/CAP_G_58.png,6
PNG/CAP_G_59.png,6
PNG/CAP_G_60.png,6
PNG/CAP_G_61.png,6
PNG/CAP_G_62.png,6
PNG/CAP_G_63.png,6
PNG/CAP_G_64.png,6
PNG/CAP_G_65.png,6
PNG/CAP_G_66.png,6
PNG/CAP_G_67.png,6
PNG/CAP_G_68.png,6
PNG/CAP_G_69.png,6
PNG/CAP_G_70.png,6
PNG/CAP_G_71.png,6
PNG/CAP_G_72.png,6
PNG/CAP_G_73.png,6
PNG/CAP_G_74.png,6
PNG/CAP_G_75.png,6
PNG/CAP_G_76.png,6
PNG/CAP_G_77.png,6
PNG/CAP_G_78.png,6
PNG/CAP_G_79.png,6
PNG/CAP_G_80.png,6
PNG/CAP_G_81.png,6
PNG/CAP_G_82.png,6
PNG/CAP_G_83.png,6
PNG/CAP_G_84.png,6
PNG/CAP_G_85.png,6
PNG/CAP_G_86.png,6
PNG/CAP_G_87.png,6
PNG/CAP_G_88.png,6
PNG/CAP_G_89.png,6
PNG/CAP_G_90.png,6
PNG/CAP_G_91.png,6
PNG/CAP_G_92.png,6
PNG/CAP_G_93.png,6
PNG/CAP_G_94.png,6
PNG/CAP_G_95.png,6
PNG/CAP_G_96.png,6
PNG/CAP_G_97.png,6
PNG/CAP_G_98.png,6
PNG/CAP_G_99.png,6
PNG/CAP_H_0.png,7
PNG/CAP_H_1.png,7
PNG/CAP_H_2.png,7
PNG/CAP_H_3.png,7
PNG/CAP_H_4.png,7
PNG/CAP_H_5.png,7
PNG/CAP_H_6.png,7
PNG/CAP_H_7.png,7
PNG/CAP_H_8.png,7
PNG/CAP_H_9.png,7
PNG/CAP_H_10.png,7
PNG/CAP_H_11.png,7
PNG/CAP_H_12.png,7
PNG/CAP_H_13.png,7
PNG/CAP_H_14.png,7
PNG/CAP_H_15.png,7
PNG/CAP_H_16.png,7
PNG/CAP_H_17.png,7
PNG/CAP_H_18.png,7
PNG/CAP_H_19.png,7
PNG/CAP_H_20.png,7
PNG/CAP_H_21.png,7
PNG/CAP_H_22.png,7
PNG/CAP_H_23.png,7
PNG/CAP_H_24.png,7
PNG/CAP_H_25.png,7
PNG/CAP_H_26.png,7
PNG/CAP_H_27.png,7
PNG/CAP_H_28.png,7
PNG/CAP_H_29.png,7
PNG/CAP_H_30.png,7
PNG/CAP_H_31.png,7
PNG/CAP_H_32.png,7
PNG/CAP_H_33.png,7
PNG/CAP_H_34.png,7
PNG/CAP_H_35.png,7
PNG/CAP_H_36.png,7
PNG/CAP_H_37.png,7
PNG/CAP_H_38.png,7
PNG/CAP_H_39.png,7
PNG/CAP_H_40.png,7
PNG/CAP_H_41.png,7
PNG/CAP_H_42.png,7
PNG/CAP_H_43.png,7
PNG/CAP_H_44.png,7
PNG/CAP_H_45.png,7
PNG/CAP_H_46.png,7
PNG/CAP_H_47.png,7
PNG/CAP_H_48.png,7
PNG/CAP_H_49.png,7
PNG/CAP_H_50.png,7
PNG/CAP_H_51.png,7
PNG/CAP_H_52.png,7
PNG/CAP_H_53.png,7
PNG/CAP_H_54.png,7
PNG/CAP_H_55.png,7
PNG/CAP_H_56.png,7
PNG/CAP_H_57.png,7
PNG/CAP_H_58.png,7
PNG/CAP_H_59.png,7
PNG/CAP_H_60.png,7
PNG/CAP_H_61.png,7
PNG/CAP_H_62.png,7
PNG/CAP_H_63.png,7
PNG/CAP_H_64.png,7
PNG/CAP_H_65.png,7
PNG/CAP_H_66.png,7
PNG/CAP_H_67.png,7
PNG/CAP_H_68.png,7
PNG/CAP_H_69.png,7
PNG/CAP_H_70.png,7
PNG/CAP_H_71.png,7
PNG/CAP_H_72.png,7
PNG/CAP_H_73.png,7
PNG/CAP_H_74.png,7
PNG/CAP_H_75.png,7
PNG/CAP_H_76.png,7
PNG/CAP_H_77.png,7
PNG/CAP_H_78.png,7
PNG/CAP_H_79.png,7
PNG/CAP_H_80.png,7
PNG/CAP_H_81.png,7
PNG/CAP_H_82.png,7
PNG/CAP_H_83.png,7
PNG/CAP_H_84.png,7
PNG/CAP_H_85.png,7
PNG/CAP_H_86.png,7
PNG/CAP_H_87.png,7
PNG/CAP_H_88.png,7
PNG/CAP_H_89.png,7
PNG/CAP_H_90.png,7
PNG/CAP_H_91.png,7
PNG/CAP_H_92.png,7
PNG/CAP_H_93.png,7
PNG/CAP_H_94.png,7
PNG/CAP_H_95.png,7
PNG/CAP_H_96.png,7
PNG/CAP_H_97.png,7
PNG/CAP_H_98.png,7
PNG/CAP_H_99.png,7
PNG/CAP_I_0.png,8
PNG/CAP_I_1.png,8
PNG/CAP_I_2.png,8
PNG/CAP_I_3.png,8
PNG/CAP_I_4.png,8
PNG/CAP_I_5.png,8
PNG/CAP_I_6.png,8
PNG/CAP_I_7.png,8
PNG/CAP_I_8.png,8
PNG/CAP_I_9.png,8
PNG/CAP_I_10.png,8
PNG/CAP_I_11.png,8
PNG/CAP_I_12.png,8
PNG/CAP_I_13.png,8
PNG/CAP_I_14.png,8
PNG/CAP_I_15.png,8
PNG/CAP_I_16.png,8
PNG/CAP_I_17.png,8
PNG/CAP_I_18.png,8
PNG/CAP_I_19.png,8
PNG/CAP_I_20.png,8
PNG/CAP_I_21.png,8
PNG/CAP_I_22.png,8
PNG/CAP_I_23.png,8
PNG/CAP_I_24.png,8
PNG/CAP_I_25.png,8
PNG/CAP_I_26.png,8
PNG/CAP_I_27.png,8
PNG/CAP_I_28.png,8
PNG/CAP_I_29.png,8
PNG/CAP_I_30.png,8
PNG/CAP_I_31.png,8
PNG/CAP_I_32.png,8
PNG/CAP_I_33.png,8
PNG/CAP_I_34.png,8
PNG/CAP_I_35.png,8
PNG/CAP_I_36.png,8
PNG/CAP_I_37.png,8
PNG/CAP_I_38.png,8
PNG/CAP_I_39.png,8
PNG/CAP_I_40.png,8
PNG/CAP_I_41.png,8
PNG/CAP_I_42.png,8
PNG/CAP_I_43.png,8
PNG/CAP_I_44.png,8
PNG/CAP_I_45.png,8
PNG/CAP_I_46.png,8
PNG/CAP_I_47.png,8
PNG/CAP_I_48.png,8
PNG/CAP_I_49.png,8
PNG/CAP_I_50.png,8
PNG/CAP_I_51.png,8
PNG/CAP_I_52.png,8
PNG/CAP_I_53.png,8
PNG/CAP_I_54.png,8
PNG/CAP_I_55.png,8
PNG/CAP_I_56.png,8
PNG/CAP_I_57.png,8
PNG/CAP_I_58.png,8
PNG/CAP_I_59.png,8
PNG/CAP_I_60.png,8
PNG/CAP_I_61.png,8
PNG/CAP_I_62.png,8
PNG/CAP_I_63.png,8
PNG/CAP_I_64.png,8
PNG/CAP_I_65.png,8
PNG/CAP_I_66.png,8
PNG/CAP_I_67.png,8
PNG/CAP_I_68.png,8
PNG/CAP_I_69.png,8
PNG/CAP_I_70.png,8
PNG/CAP_I_71.png,8
PNG/CAP_I_72.png,8
PNG/CAP_I_73.png,8
